Year,Industry,AI_Tool,Region,Company_Size,Adoption_Rate_%,Number_of_Users_(Millions)
2020,Finance,Claude,Europe,Large,81.12,3.83
2020,Finance,Claude,Europe,Enterprise,91.22,1.917
2020,Finance,Claude,Asia-Pacific,Small,80.55,2.173
2020,Finance,Claude,Asia-Pacific,Medium,85.27,4.31
2020,Finance,Claude,Asia-Pacific,Large,91.06,0.903
2020,Finance,Claude,Asia-Pacific,Enterprise,97.09,3.836
2020,Finance,Claude,Latin America,Small,56.74,2.089
2020,Finance,Claude,Latin America,Medium,70.96,2.863
2020,Finance,Claude,Latin America,Large,80.36,4.285
2020,Finance,Claude,Latin America,Enterprise,89.44,3.861
2020,Finance,Claude,Middle East & Africa,Small,63.85,1.293
2020,Finance,Claude,Middle East & Africa,Medium,69.29,0.742
2020,Finance,Claude,Middle East & Africa,Large,75.96,0.599
2020,Finance,Claude,Middle East & Africa,Enterprise,86.32,2.013
2020,Finance,Jasper,North America,Small,81.5,2.194
2020,Finance,Jasper,North America,Medium,88.9,2.503
2020,Finance,Jasper,North America,Large,89.3,2.126
2020,Finance,Jasper,North America,Enterprise,94.62,0.766
2020,Finance,Jasper,Europe,Small,74.69,3.45
2020,Finance,Jasper,Europe,Medium,87.31,4.155
2020,Finance,Jasper,Europe,Large,88.99,2.57
2020,Finance,Jasper,Europe,Enterprise,89.94,4.413
2020,Finance,Jasper,Asia-Pacific,Small,82.18,2.924
2020,Finance,Jasper,Asia-Pacific,Medium,80.21,1.614
2020,Finance,Jasper,Asia-Pacific,Large,91.01,3.828
2020,Finance,Jasper,Asia-Pacific,Enterprise,93.89,1.983
2020,Finance,Jasper,Latin America,Small,61.74,2.519
2020,Finance,Jasper,Latin America,Medium,78.07,1.199
2020,Finance,Jasper,Latin America,Large,75.19,1.782
2020,Finance,Jasper,Latin America,Enterprise,86.91,0.728
2020,Finance,Jasper,Middle East & Africa,Small,63.66,1.193
2020,Finance,Jasper,Middle East & Africa,Medium,64.49,3.022
2020,Finance,Jasper,Middle East & Africa,Large,72.59,2.17
2020,Finance,Jasper,Middle East & Africa,Enterprise,77.52,1.978
2020,Retail,ChatGPT,North America,Small,72.45,0.434
2020,Retail,ChatGPT,North America,Medium,70.94,2.02
2020,Retail,ChatGPT,North America,Large,72.89,2.845
2020,Retail,ChatGPT,North America,Enterprise,82.99,1.738
2020,Retail,ChatGPT,Europe,Small,60.66,1.899
2020,Retail,ChatGPT,Europe,Medium,65.67,3.534
2020,Retail,ChatGPT,Europe,Large,70.49,0.807
2020,Retail,ChatGPT,Europe,Enterprise,78.17,1.458
2020,Retail,ChatGPT,Asia-Pacific,Small,61.21,1.391
2020,Retail,ChatGPT,Asia-Pacific,Medium,72.0,1.721
2020,Retail,ChatGPT,Asia-Pacific,Large,71.46,3.389
2020,Retail,ChatGPT,Asia-Pacific,Enterprise,79.0,0.527
2020,Retail,ChatGPT,Latin America,Small,48.49,2.14
2020,Retail,ChatGPT,Latin America,Medium,53.78,1.515
2020,Retail,ChatGPT,Latin America,Large,51.4,0.45
2020,Retail,ChatGPT,Latin America,Enterprise,62.49,1.05
2020,Retail,ChatGPT,Middle East & Africa,Small,44.39,1.886
2020,Retail,ChatGPT,Middle East & Africa,Medium,43.23,1.252
2020,Retail,ChatGPT,Middle East & Africa,Large,54.88,2.917
2020,Retail,ChatGPT,Middle East & Africa,Enterprise,63.72,0.589
2020,Retail,GitHub Copilot,North America,Small,57.76,0.878
2020,Retail,GitHub Copilot,North America,Medium,65.33,0.815
2020,Retail,GitHub Copilot,North America,Large,77.93,2.659
2020,Retail,GitHub Copilot,North America,Enterprise,83.03,1.061
2020,Retail,GitHub Copilot,Europe,Small,59.79,1.478
2020,Retail,GitHub Copilot,Europe,Medium,67.36,2.618
2020,Retail,GitHub Copilot,Europe,Large,64.56,3.287
2020,Retail,GitHub Copilot,Europe,Enterprise,70.77,1.407
2020,Retail,GitHub Copilot,Asia-Pacific,Small,64.75,2.624
2020,Retail,GitHub Copilot,Asia-Pacific,Medium,65.5,0.562
2020,Retail,GitHub Copilot,Asia-Pacific,Large,67.46,0.819
2020,Retail,GitHub Copilot,Asia-Pacific,Enterprise,87.16,4.612
2020,Retail,GitHub Copilot,Latin America,Small,41.37,1.253
2020,Retail,GitHub Copilot,Latin America,Medium,53.54,2.096
2020,Retail,GitHub Copilot,Latin America,Large,57.04,2.592
2020,Retail,GitHub Copilot,Latin America,Enterprise,64.37,1.819
2020,Retail,GitHub Copilot,Middle East & Africa,Small,35.95,0.276
2020,Retail,GitHub Copilot,Middle East & Africa,Medium,55.93,0.767
2020,Retail,GitHub Copilot,Middle East & Africa,Large,49.1,0.392
2020,Retail,GitHub Copilot,Middle East & Africa,Enterprise,61.73,2.918
2020,Retail,Midjourney,North America,Small,61.08,3.241
2020,Retail,Midjourney,North America,Medium,70.15,1.07
2020,Retail,Midjourney,North America,Large,66.41,1.802
2020,Retail,Midjourney,North America,Enterprise,82.65,2.883
2020,Retail,Midjourney,Europe,Small,58.56,3.166
2020,Retail,Midjourney,Europe,Medium,60.15,0.897
2020,Retail,Midjourney,Europe,Large,69.5,2.988
2020,Retail,Midjourney,Europe,Enterprise,75.88,1.025
2020,Retail,Midjourney,Asia-Pacific,Small,68.02,1.207
2020,Retail,Midjourney,Asia-Pacific,Medium,65.04,2.42
2020,Retail,Midjourney,Asia-Pacific,Large,66.97,2.242
2020,Retail,Midjourney,Asia-Pacific,Enterprise,80.69,3.526
2020,Retail,Midjourney,Latin America,Small,46.55,0.277
2020,Retail,Midjourney,Latin America,Medium,52.8,1.223
2020,Retail,Midjourney,Latin America,Large,52.8,1.131
2020,Retail,Midjourney,Latin America,Enterprise,68.22,3.239
2020,Retail,Midjourney,Middle East & Africa,Small,42.92,1.147
2020,Retail,Midjourney,Middle East & Africa,Medium,50.86,0.353
2020,Retail,Midjourney,Middle East & Africa,Large,63.2,0.718
2020,Retail,Midjourney,Middle East & Africa,Enterprise,61.81,1.224
2020,Retail,Gemini,North America,Small,65.78,3.596
2020,Retail,Gemini,North America,Medium,67.08,0.518
2020,Retail,Gemini,North America,Large,70.2,1.75
2020,Retail,Gemini,North America,Enterprise,86.09,3.688
2020,Retail,Gemini,Europe,Small,50.33,2.239
2020,Retail,Gemini,Europe,Medium,66.83,1.198
2020,Retail,Gemini,Europe,Large,59.92,2.277
2020,Retail,Gemini,Europe,Enterprise,79.37,1.381
2020,Retail,Gemini,Asia-Pacific,Small,60.86,1.0
2020,Retail,Gemini,Asia-Pacific,Medium,61.98,0.46
2020,Retail,Gemini,Asia-Pacific,Large,69.17,3.635
2020,Retail,Gemini,Asia-Pacific,Enterprise,81.55,2.796
2020,Retail,Gemini,Latin America,Small,55.71,1.731
2020,Retail,Gemini,Latin America,Medium,46.54,2.004
2020,Retail,Gemini,Latin America,Large,54.2,2.697
2020,Retail,Gemini,Latin America,Enterprise,60.48,3.166
2020,Retail,Gemini,Middle East & Africa,Small,44.04,1.944
2020,Retail,Gemini,Middle East & Africa,Medium,53.49,1.555
2020,Retail,Gemini,Middle East & Africa,Large,49.0,1.703
2020,Retail,Gemini,Middle East & Africa,Enterprise,62.75,0.923
2020,Retail,Claude,North America,Small,66.35,1.045
2020,Retail,Claude,North America,Medium,66.12,0.597
2020,Retail,Claude,North America,Large,62.38,2.847
2020,Retail,Claude,North America,Enterprise,81.6,3.825
2020,Retail,Claude,Europe,Small,62.74,2.74
2020,Retail,Claude,Europe,Medium,58.52,2.218
2020,Retail,Claude,Europe,Large,60.69,1.611
2020,Retail,Claude,Europe,Enterprise,77.08,0.567
2020,Retail,Claude,Asia-Pacific,Small,62.19,0.342
2020,Retail,Claude,Asia-Pacific,Medium,63.85,1.668
2020,Retail,Claude,Asia-Pacific,Large,68.1,3.655
2020,Retail,Claude,Asia-Pacific,Enterprise,78.94,1.318
2020,Retail,Claude,Latin America,Small,43.45,0.735
2020,Retail,Claude,Latin America,Medium,48.46,0.27
2020,Retail,Claude,Latin America,Large,60.52,2.555
2020,Retail,Claude,Latin America,Enterprise,61.2,2.907
2020,Retail,Claude,Middle East & Africa,Small,37.9,0.819
2020,Retail,Claude,Middle East & Africa,Medium,47.09,1.92
2020,Retail,Claude,Middle East & Africa,Large,52.94,1.263
2020,Retail,Claude,Middle East & Africa,Enterprise,64.65,3.242
2020,Retail,Jasper,North America,Small,60.41,2.098
2020,Retail,Jasper,North America,Medium,73.49,2.809
2020,Retail,Jasper,North America,Large,73.14,2.97
2020,Retail,Jasper,North America,Enterprise,77.57,1.069
2020,Retail,Jasper,Europe,Small,59.47,3.13
2020,Retail,Jasper,Europe,Medium,68.41,0.52
2020,Retail,Jasper,Europe,Large,70.4,1.421
2020,Retail,Jasper,Europe,Enterprise,69.79,2.852
2020,Retail,Jasper,Asia-Pacific,Small,59.26,1.833
2020,Retail,Jasper,Asia-Pacific,Medium,66.8,2.05
2020,Retail,Jasper,Asia-Pacific,Large,73.23,3.402
2020,Retail,Jasper,Asia-Pacific,Enterprise,78.07,3.124
2020,Retail,Jasper,Latin America,Small,46.52,2.377
2020,Retail,Jasper,Latin America,Medium,59.98,2.392
2020,Retail,Jasper,Latin America,Large,60.46,1.153
2020,Retail,Jasper,Latin America,Enterprise,67.49,3.067
2020,Retail,Jasper,Middle East & Africa,Small,42.57,0.941
2020,Retail,Jasper,Middle East & Africa,Medium,45.4,2.449
2020,Retail,Jasper,Middle East & Africa,Large,56.56,2.347
2020,Retail,Jasper,Middle East & Africa,Enterprise,65.92,2.196
2020,Manufacturing,ChatGPT,North America,Small,58.38,1.421
2020,Manufacturing,ChatGPT,North America,Medium,66.07,0.897
2020,Manufacturing,ChatGPT,North America,Large,71.18,1.746
2020,Manufacturing,ChatGPT,North America,Enterprise,79.8,0.538
2020,Manufacturing,ChatGPT,Europe,Small,47.33,1.912
2020,Manufacturing,ChatGPT,Europe,Medium,56.97,2.618
2020,Manufacturing,ChatGPT,Europe,Large,65.4,0.527
2020,Manufacturing,ChatGPT,Europe,Enterprise,71.6,2.183
2020,Manufacturing,ChatGPT,Asia-Pacific,Small,59.2,0.851
2020,Manufacturing,ChatGPT,Asia-Pacific,Medium,63.08,2.845
2020,Manufacturing,ChatGPT,Asia-Pacific,Large,57.79,0.695
2020,Manufacturing,ChatGPT,Asia-Pacific,Enterprise,78.79,3.808
2020,Manufacturing,ChatGPT,Latin America,Small,41.48,0.824
2020,Manufacturing,ChatGPT,Latin America,Medium,44.95,2.186
2020,Manufacturing,ChatGPT,Latin America,Large,57.64,1.032
2020,Manufacturing,ChatGPT,Latin America,Enterprise,63.87,2.327
2020,Manufacturing,ChatGPT,Middle East & Africa,Small,45.25,2.278
2020,Manufacturing,ChatGPT,Middle East & Africa,Medium,46.45,0.283
2020,Manufacturing,ChatGPT,Middle East & Africa,Large,48.92,1.598
2020,Manufacturing,ChatGPT,Middle East & Africa,Enterprise,58.97,1.164
2020,Manufacturing,GitHub Copilot,North America,Small,54.28,1.968
2020,Manufacturing,GitHub Copilot,North America,Medium,57.99,1.278
2020,Manufacturing,GitHub Copilot,North America,Large,65.88,0.585
2020,Manufacturing,GitHub Copilot,North America,Enterprise,82.53,3.656
2020,Manufacturing,GitHub Copilot,Europe,Small,51.26,2.021
2020,Manufacturing,GitHub Copilot,Europe,Medium,51.57,1.132
2020,Manufacturing,GitHub Copilot,Europe,Large,62.78,3.28
2020,Manufacturing,GitHub Copilot,Europe,Enterprise,69.21,2.579
2020,Manufacturing,GitHub Copilot,Asia-Pacific,Small,60.87,0.934
2020,Manufacturing,GitHub Copilot,Asia-Pacific,Medium,67.19,1.761
2020,Manufacturing,GitHub Copilot,Asia-Pacific,Large,64.75,1.247
2020,Manufacturing,GitHub Copilot,Asia-Pacific,Enterprise,75.44,1.447
2020,Manufacturing,GitHub Copilot,Latin America,Small,44.78,0.396
2020,Manufacturing,GitHub Copilot,Latin America,Medium,48.21,1.503
2020,Manufacturing,GitHub Copilot,Latin America,Large,52.48,2.205
2020,Manufacturing,GitHub Copilot,Latin America,Enterprise,57.7,2.33
2020,Manufacturing,GitHub Copilot,Middle East & Africa,Small,33.02,0.831
2020,Manufacturing,GitHub Copilot,Middle East & Africa,Medium,41.68,0.775
2020,Manufacturing,GitHub Copilot,Middle East & Africa,Large,50.07,0.941
2020,Manufacturing,GitHub Copilot,Middle East & Africa,Enterprise,52.6,1.038
2020,Manufacturing,Midjourney,North America,Small,59.23,2.096
2020,Manufacturing,Midjourney,North America,Medium,63.68,0.593
2020,Manufacturing,Midjourney,North America,Large,66.21,2.328
2020,Manufacturing,Midjourney,North America,Enterprise,75.31,2.739
2020,Manufacturing,Midjourney,Europe,Small,48.2,0.301
2020,Manufacturing,Midjourney,Europe,Medium,61.72,3.288
2020,Manufacturing,Midjourney,Europe,Large,66.65,2.698
2020,Manufacturing,Midjourney,Europe,Enterprise,66.81,2.385
2020,Manufacturing,Midjourney,Asia-Pacific,Small,51.91,1.821
2020,Manufacturing,Midjourney,Asia-Pacific,Medium,57.73,2.792
2020,Manufacturing,Midjourney,Asia-Pacific,Large,68.61,1.065
2020,Manufacturing,Midjourney,Asia-Pacific,Enterprise,75.76,2.62
2020,Manufacturing,Midjourney,Latin America,Small,47.59,1.223
2020,Manufacturing,Midjourney,Latin America,Medium,53.08,0.332
2020,Manufacturing,Midjourney,Latin America,Large,47.28,1.314
2020,Manufacturing,Midjourney,Latin America,Enterprise,63.46,3.357
2020,Manufacturing,Midjourney,Middle East & Africa,Small,44.9,0.666
2020,Manufacturing,Midjourney,Middle East & Africa,Medium,44.06,1.709
2020,Manufacturing,Midjourney,Middle East & Africa,Large,50.31,0.507
2020,Manufacturing,Midjourney,Middle East & Africa,Enterprise,57.7,2.455
2020,Manufacturing,Gemini,North America,Small,57.87,1.059
2020,Manufacturing,Gemini,North America,Medium,66.7,1.801
2020,Manufacturing,Gemini,North America,Large,75.4,2.795
2020,Manufacturing,Gemini,North America,Enterprise,81.93,1.432
2020,Manufacturing,Gemini,Europe,Small,51.39,0.79
2020,Manufacturing,Gemini,Europe,Medium,59.45,2.909
2020,Manufacturing,Gemini,Europe,Large,60.26,1.139
2020,Manufacturing,Gemini,Europe,Enterprise,68.64,1.219
2020,Manufacturing,Gemini,Asia-Pacific,Small,56.13,2.345
2020,Manufacturing,Gemini,Asia-Pacific,Medium,58.54,2.08
2020,Manufacturing,Gemini,Asia-Pacific,Large,64.08,3.371
2020,Manufacturing,Gemini,Asia-Pacific,Enterprise,75.36,3.542
2020,Manufacturing,Gemini,Latin America,Small,45.4,2.346
2020,Manufacturing,Gemini,Latin America,Medium,50.29,1.631
2020,Manufacturing,Gemini,Latin America,Large,55.33,2.339
2020,Manufacturing,Gemini,Latin America,Enterprise,56.45,2.372
2020,Manufacturing,Gemini,Middle East & Africa,Small,37.35,0.891
2020,Manufacturing,Gemini,Middle East & Africa,Medium,45.55,2.327
2020,Manufacturing,Gemini,Middle East & Africa,Large,54.69,1.029
2020,Manufacturing,Gemini,Middle East & Africa,Enterprise,67.86,1.611
2020,Manufacturing,Claude,North America,Small,59.62,2.651
2020,Manufacturing,Claude,North America,Medium,66.29,1.855
2020,Manufacturing,Claude,North America,Large,63.05,2.548
2020,Manufacturing,Claude,North America,Enterprise,79.17,2.111
2020,Manufacturing,Claude,Europe,Small,61.37,3.182
2020,Manufacturing,Claude,Europe,Medium,55.33,0.48
2020,Manufacturing,Claude,Europe,Large,61.2,1.681
2020,Manufacturing,Claude,Europe,Enterprise,74.84,0.493
2020,Manufacturing,Claude,Asia-Pacific,Small,56.5,0.468
2020,Manufacturing,Claude,Asia-Pacific,Medium,53.72,1.601
2020,Manufacturing,Claude,Asia-Pacific,Large,64.43,2.444
2020,Manufacturing,Claude,Asia-Pacific,Enterprise,80.17,1.474
2020,Manufacturing,Claude,Latin America,Small,42.28,0.38
2020,Manufacturing,Claude,Latin America,Medium,47.28,0.695
2020,Manufacturing,Claude,Latin America,Large,56.56,2.59
2020,Manufacturing,Claude,Latin America,Enterprise,62.76,2.474
2020,Manufacturing,Claude,Middle East & Africa,Small,39.07,0.814
2020,Manufacturing,Claude,Middle East & Africa,Medium,42.95,0.768
2020,Manufacturing,Claude,Middle East & Africa,Large,62.2,1.441
2020,Manufacturing,Claude,Middle East & Africa,Enterprise,63.38,1.459
2020,Manufacturing,Jasper,North America,Small,60.33,1.251
2020,Manufacturing,Jasper,North America,Medium,65.59,3.327
2020,Manufacturing,Jasper,North America,Large,67.9,1.565
2020,Manufacturing,Jasper,North America,Enterprise,77.71,2.372
2020,Manufacturing,Jasper,Europe,Small,52.48,1.726
2020,Manufacturing,Jasper,Europe,Medium,54.99,1.672
2020,Manufacturing,Jasper,Europe,Large,64.87,2.53
2020,Manufacturing,Jasper,Europe,Enterprise,70.15,3.295
2020,Manufacturing,Jasper,Asia-Pacific,Small,58.08,1.582
2020,Manufacturing,Jasper,Asia-Pacific,Medium,63.83,2.28
2020,Manufacturing,Jasper,Asia-Pacific,Large,68.29,0.982
2020,Manufacturing,Jasper,Asia-Pacific,Enterprise,70.69,2.817
2020,Manufacturing,Jasper,Latin America,Small,41.73,0.571
2020,Manufacturing,Jasper,Latin America,Medium,47.22,0.264
2020,Manufacturing,Jasper,Latin America,Large,57.3,1.776
2020,Manufacturing,Jasper,Latin America,Enterprise,65.07,0.878
2020,Manufacturing,Jasper,Middle East & Africa,Small,37.56,0.402
2020,Manufacturing,Jasper,Middle East & Africa,Medium,40.37,0.666
2020,Manufacturing,Jasper,Middle East & Africa,Large,60.11,1.061
2020,Manufacturing,Jasper,Middle East & Africa,Enterprise,60.13,0.503
2020,Education,ChatGPT,North America,Small,48.49,0.794
2020,Education,ChatGPT,North America,Medium,56.74,3.008
2020,Education,ChatGPT,North America,Large,68.09,1.776
2020,Education,ChatGPT,North America,Enterprise,80.35,2.148
2020,Education,ChatGPT,Europe,Small,56.48,2.274
2020,Education,ChatGPT,Europe,Medium,55.56,0.778
2020,Education,ChatGPT,Europe,Large,48.46,2.355
2020,Education,ChatGPT,Europe,Enterprise,67.01,2.463
2020,Education,ChatGPT,Asia-Pacific,Small,47.94,1.701
2020,Education,ChatGPT,Asia-Pacific,Medium,57.34,0.648
2020,Education,ChatGPT,Asia-Pacific,Large,58.42,2.323
2020,Education,ChatGPT,Asia-Pacific,Enterprise,68.37,1.074
2020,Education,ChatGPT,Latin America,Small,42.43,0.663
2020,Education,ChatGPT,Latin America,Medium,43.06,1.319
2020,Education,ChatGPT,Latin America,Large,47.8,2.139
2020,Education,ChatGPT,Latin America,Enterprise,56.8,0.507
2020,Education,ChatGPT,Middle East & Africa,Small,46.48,1.702
2020,Education,ChatGPT,Middle East & Africa,Medium,36.55,1.447
2020,Education,ChatGPT,Middle East & Africa,Large,47.12,2.209
2020,Education,ChatGPT,Middle East & Africa,Enterprise,61.03,2.817
2020,Education,GitHub Copilot,North America,Small,53.79,1.184
2020,Education,GitHub Copilot,North America,Medium,63.89,2.855
2020,Education,GitHub Copilot,North America,Large,58.72,2.808
2020,Education,GitHub Copilot,North America,Enterprise,71.19,3.502
2020,Education,GitHub Copilot,Europe,Small,45.8,1.131
2020,Education,GitHub Copilot,Europe,Medium,53.75,2.433
2020,Education,GitHub Copilot,Europe,Large,58.83,0.519
2020,Education,GitHub Copilot,Europe,Enterprise,67.23,3.29
2020,Education,GitHub Copilot,Asia-Pacific,Small,55.39,2.959
2020,Education,GitHub Copilot,Asia-Pacific,Medium,48.01,0.422
2020,Education,GitHub Copilot,Asia-Pacific,Large,59.57,1.435
2020,Education,GitHub Copilot,Asia-Pacific,Enterprise,70.85,3.208
2020,Education,GitHub Copilot,Latin America,Small,31.49,0.516
2020,Education,GitHub Copilot,Latin America,Medium,46.48,1.062
2020,Education,GitHub Copilot,Latin America,Large,46.5,1.106
2020,Education,GitHub Copilot,Latin America,Enterprise,56.26,1.602
2020,Education,GitHub Copilot,Middle East & Africa,Small,39.59,1.607
2020,Education,GitHub Copilot,Middle East & Africa,Medium,46.1,0.273
2020,Education,GitHub Copilot,Middle East & Africa,Large,48.61,1.432
2020,Education,GitHub Copilot,Middle East & Africa,Enterprise,49.45,0.285
2020,Education,Midjourney,North America,Small,56.4,1.841
2020,Education,Midjourney,North America,Medium,61.67,0.542
2020,Education,Midjourney,North America,Large,65.83,2.91
2020,Education,Midjourney,North America,Enterprise,77.82,3.324
2020,Education,Midjourney,Europe,Small,49.34,0.614
2020,Education,Midjourney,Europe,Medium,59.64,2.309
2020,Education,Midjourney,Europe,Large,64.61,0.899
2020,Education,Midjourney,Europe,Enterprise,69.79,1.057
2020,Education,Midjourney,Asia-Pacific,Small,53.19,2.684
2020,Education,Midjourney,Asia-Pacific,Medium,58.85,2.534
2020,Education,Midjourney,Asia-Pacific,Large,68.8,3.406
2020,Education,Midjourney,Asia-Pacific,Enterprise,74.29,2.537
2020,Education,Midjourney,Latin America,Small,34.87,1.01
2020,Education,Midjourney,Latin America,Medium,45.59,1.868
2020,Education,Midjourney,Latin America,Large,45.61,0.959
2020,Education,Midjourney,Latin America,Enterprise,54.39,0.949
2020,Education,Midjourney,Middle East & Africa,Small,34.52,1.741
2020,Education,Midjourney,Middle East & Africa,Medium,35.38,1.083
2020,Education,Midjourney,Middle East & Africa,Large,42.37,1.957
2020,Education,Midjourney,Middle East & Africa,Enterprise,60.08,2.292
2020,Education,Gemini,North America,Small,51.37,2.043
2020,Education,Gemini,North America,Medium,62.42,1.159
2020,Education,Gemini,North America,Large,64.69,1.395
2020,Education,Gemini,North America,Enterprise,74.21,1.398
2020,Education,Gemini,Europe,Small,51.39,0.839
2020,Education,Gemini,Europe,Medium,50.21,1.756
2020,Education,Gemini,Europe,Large,62.39,2.86
2020,Education,Gemini,Europe,Enterprise,62.07,2.732
2020,Education,Gemini,Asia-Pacific,Small,49.21,0.486
2020,Education,Gemini,Asia-Pacific,Medium,59.33,2.379
2020,Education,Gemini,Asia-Pacific,Large,57.97,0.408
2020,Education,Gemini,Asia-Pacific,Enterprise,62.15,1.14
2020,Education,Gemini,Latin America,Small,40.4,0.3
2020,Education,Gemini,Latin America,Medium,37.74,1.453
2020,Education,Gemini,Latin America,Large,51.72,2.558
2020,Education,Gemini,Latin America,Enterprise,55.79,1.205
2020,Education,Gemini,Middle East & Africa,Small,37.34,0.666
2020,Education,Gemini,Middle East & Africa,Medium,42.26,1.439
2020,Education,Gemini,Middle East & Africa,Large,49.03,2.352
2020,Education,Gemini,Middle East & Africa,Enterprise,56.45,3.098
2020,Education,Claude,North America,Small,49.93,0.33
2020,Education,Claude,North America,Medium,58.02,1.354
2020,Education,Claude,North America,Large,65.34,1.371
2020,Education,Claude,North America,Enterprise,77.73,2.945
2020,Education,Claude,Europe,Small,51.49,2.226
2020,Education,Claude,Europe,Medium,59.32,0.441
2020,Education,Claude,Europe,Large,60.55,2.022
2020,Education,Claude,Europe,Enterprise,71.36,2.599
2020,Education,Claude,Asia-Pacific,Small,53.0,1.816
2020,Education,Claude,Asia-Pacific,Medium,61.18,3.337
2020,Education,Claude,Asia-Pacific,Large,60.59,2.455
2020,Education,Claude,Asia-Pacific,Enterprise,76.25,1.889
2020,Education,Claude,Latin America,Small,41.0,2.109
2020,Education,Claude,Latin America,Medium,38.4,1.977
2020,Education,Claude,Latin America,Large,50.47,0.806
2020,Education,Claude,Latin America,Enterprise,48.6,2.662
2020,Education,Claude,Middle East & Africa,Small,38.5,1.342
2020,Education,Claude,Middle East & Africa,Medium,44.54,0.363
2020,Education,Claude,Middle East & Africa,Large,53.82,2.101
2020,Education,Claude,Middle East & Africa,Enterprise,51.98,1.246
2020,Education,Jasper,North America,Small,61.85,2.475
2020,Education,Jasper,North America,Medium,59.01,2.219
2020,Education,Jasper,North America,Large,61.03,2.257
2020,Education,Jasper,North America,Enterprise,70.06,2.464
2020,Education,Jasper,Europe,Small,51.25,1.437
2020,Education,Jasper,Europe,Medium,50.48,1.946
2020,Education,Jasper,Europe,Large,57.66,0.372
2020,Education,Jasper,Europe,Enterprise,68.37,3.013
2020,Education,Jasper,Asia-Pacific,Small,58.22,2.736
2020,Education,Jasper,Asia-Pacific,Medium,60.42,2.733
2020,Education,Jasper,Asia-Pacific,Large,62.17,1.845
2020,Education,Jasper,Asia-Pacific,Enterprise,72.23,1.834
2020,Education,Jasper,Latin America,Small,39.97,0.768
2020,Education,Jasper,Latin America,Medium,39.4,2.013
2020,Education,Jasper,Latin America,Large,56.02,1.292
2020,Education,Jasper,Latin America,Enterprise,63.29,0.511
2020,Education,Jasper,Middle East & Africa,Small,35.7,0.346
2020,Education,Jasper,Middle East & Africa,Medium,39.19,1.393
2020,Education,Jasper,Middle East & Africa,Large,41.48,2.0
2020,Education,Jasper,Middle East & Africa,Enterprise,56.49,2.788
2020,Technology,ChatGPT,North America,Small,91.72,1.805
2020,Technology,ChatGPT,North America,Medium,90.98,4.115
2020,Technology,ChatGPT,North America,Large,98.0,5.261
2020,Technology,ChatGPT,North America,Enterprise,98.0,2.795
2020,Technology,ChatGPT,Europe,Small,82.13,4.417
2020,Technology,ChatGPT,Europe,Medium,88.41,4.062
2020,Technology,ChatGPT,Europe,Large,93.38,0.842
2020,Technology,ChatGPT,Europe,Enterprise,98.0,1.562
2020,Technology,ChatGPT,Asia-Pacific,Small,86.49,1.626
2020,Technology,ChatGPT,Asia-Pacific,Medium,86.01,0.903
2020,Technology,ChatGPT,Asia-Pacific,Large,96.18,5.161
2020,Technology,ChatGPT,Asia-Pacific,Enterprise,98.0,4.222
2020,Technology,ChatGPT,Latin America,Small,73.95,1.426
2020,Technology,ChatGPT,Latin America,Medium,81.12,3.652
2020,Technology,ChatGPT,Latin America,Large,79.39,1.35
2020,Technology,ChatGPT,Latin America,Enterprise,88.03,1.049
2020,Technology,ChatGPT,Middle East & Africa,Small,68.12,2.647
2020,Technology,ChatGPT,Middle East & Africa,Medium,71.02,0.611
2020,Technology,ChatGPT,Middle East & Africa,Large,83.58,1.068
2020,Technology,ChatGPT,Middle East & Africa,Enterprise,86.97,1.953
2020,Technology,GitHub Copilot,North America,Small,89.07,1.823
2020,Technology,GitHub Copilot,North America,Medium,90.81,3.032
2020,Technology,GitHub Copilot,North America,Large,97.76,3.348
2020,Technology,GitHub Copilot,North America,Enterprise,98.0,2.991
2020,Technology,GitHub Copilot,Europe,Small,85.6,1.63
2020,Technology,GitHub Copilot,Europe,Medium,85.18,2.526
2020,Technology,GitHub Copilot,Europe,Large,93.88,1.94
2020,Technology,GitHub Copilot,Europe,Enterprise,98.0,4.528
2020,Technology,GitHub Copilot,Asia-Pacific,Small,86.73,2.445
2020,Technology,GitHub Copilot,Asia-Pacific,Medium,89.66,3.711
2020,Technology,GitHub Copilot,Asia-Pacific,Large,98.0,4.308
2020,Technology,GitHub Copilot,Asia-Pacific,Enterprise,98.0,4.722
2020,Technology,GitHub Copilot,Latin America,Small,75.78,3.568
2020,Technology,GitHub Copilot,Latin America,Medium,71.49,3.895
2020,Technology,GitHub Copilot,Latin America,Large,83.08,1.26
2020,Technology,GitHub Copilot,Latin America,Enterprise,95.58,2.841
2020,Technology,GitHub Copilot,Middle East & Africa,Small,70.99,2.088
2020,Technology,GitHub Copilot,Middle East & Africa,Medium,83.02,3.901
2020,Technology,GitHub Copilot,Middle East & Africa,Large,85.01,2.179
2020,Technology,GitHub Copilot,Middle East & Africa,Enterprise,87.73,1.908
2020,Technology,Midjourney,North America,Small,95.45,1.12
2020,Technology,Midjourney,North America,Medium,93.1,1.417
2020,Technology,Midjourney,North America,Large,98.0,2.914
2020,Technology,Midjourney,North America,Enterprise,98.0,3.667
2020,Technology,Midjourney,Europe,Small,85.38,2.043
2020,Technology,Midjourney,Europe,Medium,83.13,3.18
2020,Technology,Midjourney,Europe,Large,95.07,1.395
